,Flkr,Log G
0,0.39550053770653903,4.4030000000000005
1,0.2505968150217086,4.938
2,0.6703874096274376,4.664
3,0.3581868950277567,4.6
4,0.3641204093582928,4.107
5,0.7275874959304929,4.721
6,0.22813785471953452,4.6930000000000005
7,0.5007360014133155,4.584
8,0.21849072072654963,4.445
9,0.5562138976529241,4.707
10,0.2209118101745844,4.602
11,0.6315664504654706,4.6819999999999995
12,0.37224413244985044,3.1919999999999997
13,0.18418247054796666,4.191
14,0.6193279405124485,4.68
15,0.29732377151958644,4.626
16,0.4166272992733866,4.833
17,0.6084477645345032,4.646
18,0.44825777877122164,4.61
19,0.31157705234363675,4.941
20,0.10492739238543436,4.407
21,0.20549858163576573,4.499
22,0.44482151861302555,4.627
23,0.20250533998478204,4.678999999999999
24,0.15414254448842257,4.355
25,0.35782347549684346,2.861
26,0.5681245238520205,4.561
27,0.23004789545666426,4.6530000000000005
28,0.19364699255675077,3.5789999999999997
29,0.34882230102084577,4.656000000000001
30,0.3291723260190338,4.614
31,0.6649388233199716,4.541
32,0.9368989849463105,4.9830000000000005
33,0.40498163434676826,4.444
34,1.2380860280245543,4.592
35,0.39104456664063036,4.532
36,0.3327334998175502,4.606
37,0.22820621961727738,4.426
38,0.4537712375167757,4.516
39,0.37676285137422383,4.506
40,0.1547356805531308,4.525
41,0.5029677413403988,4.6080000000000005
42,0.2254926657769829,5.0569999999999995
43,0.4269240889698267,4.448
44,0.3094798303209245,4.615
45,0.20569469779729843,4.477
46,0.38390158442780375,4.888
47,0.6011984660290182,4.894
48,0.2238194429082796,4.53
49,0.5406432901509106,4.628
50,0.30794693157076836,4.305
51,0.3966636140830815,4.57
52,0.15733327018097043,4.192
53,0.168434766237624,4.459
54,0.40142607758753,4.645
55,0.4437583847902715,4.46
56,0.37166778929531574,4.565
57,0.4843343631364405,4.553
58,0.6131773116067052,4.919
59,0.6070352392271161,4.659
60,0.17062839469872415,4.0360000000000005
61,0.30887359753251076,4.538
62,0.46609030687250197,4.623
63,0.251778750680387,4.632
64,0.5256072618067265,4.665
65,0.31091776327230036,4.396
66,0.2932177158072591,4.771
67,0.33105810871347785,4.355
68,0.4536669293884188,4.466
69,0.3976163861807436,3.162
70,0.4116710915695876,4.288
71,0.27906347531825304,4.633
72,0.6003953167237341,4.751
73,0.49236847553402185,4.962
74,0.16188062727451324,3.949
75,0.40876190178096294,4.541
76,0.1687731855781749,4.065
77,0.44002849608659744,4.427
78,0.22960462956689298,4.52
79,0.32612241921015084,4.487
80,0.11684576020343229,4.4319999999999995
81,0.30840816907584667,4.684
82,0.23676281853113323,4.343
83,0.21925674809608608,4.508
84,0.319604150718078,4.5360000000000005
85,0.33297829213552177,4.621
86,0.29740057652816176,4.592
87,0.49842207226902246,4.848
88,0.6288980948738754,4.45
89,0.5663502379320562,4.941
90,0.5245227366685867,4.785
91,0.2576029801275581,3.4960000000000004
92,0.33864242141135037,4.731
93,0.44347255607135594,4.555
94,0.25109222042374313,4.378
95,0.367278786143288,4.316
96,0.4233905056025833,4.675
97,0.29854362946935,4.552
98,0.7064396631903946,4.618
99,0.19351672381162643,4.122
100,0.4612505726981908,4.5280000000000005
101,102.50008851289749,4.52
102,0.07626963633811101,4.129
103,0.263853813521564,4.419
104,0.21104297775309533,4.863
105,0.2572369994595647,3.585
106,0.5552122602239251,4.571000000000001
107,0.36810789606533945,4.615
108,0.5890493048354983,4.899
109,0.33783086109906435,4.531000000000001
110,0.11334237933624536,4.539
111,0.3882685268763453,4.479
112,0.298065337119624,4.592
113,0.38442015647888184,3.261
114,0.250769080594182,4.488
115,0.285833579255268,4.454
116,0.6239513168111444,4.861000000000001
117,0.5293135182000697,4.61
118,0.37304291618056595,5.003
119,0.8143224404193461,4.145
120,0.176903311512433,4.013
121,0.3423366870265454,3.082
122,0.4242500872351229,4.654
123,0.31160752405412495,4.458
124,0.3202178340870887,4.552
125,0.4257136897649616,4.465
126,0.515958177857101,4.635
127,0.36210761754773557,4.49
128,0.5720415501855314,4.5680000000000005
129,0.48755406169220805,4.5360000000000005
130,0.20641971786972135,4.617
131,0.3500696620903909,3.1460000000000004
132,0.3173454897478223,3.5180000000000002
133,0.5414147162809968,4.894
134,0.17456994100939482,4.378
135,0.5131907528266311,4.598
136,0.2977715339511633,3.075
137,0.10169021697947755,4.223
138,0.17943247803486884,4.493
139,0.24972925893962383,4.585
140,0.3176209283992648,4.718999999999999
141,0.524942297488451,4.436
142,0.3742799162864685,4.436
143,0.18941392772831023,4.625
144,0.5132919177412987,4.625
145,0.6252132588997483,4.582
146,0.35764178028330207,4.667
147,0.32429047860205173,4.337
148,0.3668992139864713,4.656000000000001
149,0.48416631761938334,4.832
150,0.3795165102928877,4.603
151,0.3879620926454663,4.439
152,0.44185813749209046,4.622
153,0.2362702216487378,4.452
154,0.5799701903015375,4.533
155,0.3445553593337536,4.822
156,0.2760663628578186,4.546
157,0.23920819512568414,4.583
158,0.5832004826515913,4.453
159,0.34432372194714844,4.569
160,0.23238116409629583,3.1919999999999997
161,0.3319867537356913,4.39
162,0.299247883958742,4.408
163,0.24685074458830059,4.394
164,0.4960052901878953,4.563
165,0.6289424491114914,4.505
166,0.42082270374521613,4.511
167,0.2828942670021206,4.459
